keyword,count,perc
contact,2,0.023809523809523808
process,2,0.023809523809523808
adherence,1,0.011904761904761904
dispenser,1,0.011904761904761904
schedule,4,0.047619047619047616
insulin,2,0.023809523809523808
pump,2,0.023809523809523808
rule,2,0.023809523809523808
generation,1,0.011904761904761904
prescription,3,0.03571428571428571
result,2,0.023809523809523808
accordance,1,0.011904761904761904
engine,2,0.023809523809523808
request,2,0.023809523809523808
basis,2,0.023809523809523808
compliance,1,0.011904761904761904
cost,1,0.011904761904761904
cell,1,0.011904761904761904
screen,1,0.011904761904761904
transmission,2,0.023809523809523808
volume,1,0.011904761904761904
circuitry,1,0.011904761904761904
object,1,0.011904761904761904
dosage,1,0.011904761904761904
order,2,0.023809523809523808
decision,1,0.011904761904761904
field,1,0.011904761904761904
module,3,0.03571428571428571
reference,1,0.011904761904761904
score,2,0.023809523809523808
series,1,0.011904761904761904
machine,3,0.03571428571428571
equipment,1,0.011904761904761904
section,1,0.011904761904761904
secure,1,0.011904761904761904
index,1,0.011904761904761904
assessment,3,0.03571428571428571
case,2,0.023809523809523808
resource,2,0.023809523809523808
disclosure,2,0.023809523809523808
pattern,1,0.011904761904761904
risk,1,0.011904761904761904
feature,3,0.03571428571428571
housing,1,0.011904761904761904
tissue,1,0.011904761904761904
stimulation,1,0.011904761904761904
video,1,0.011904761904761904
factor,1,0.011904761904761904
performance,1,0.011904761904761904
vector,1,0.011904761904761904
subject,1,0.011904761904761904
claim,1,0.011904761904761904
entity,1,0.011904761904761904
group,1,0.011904761904761904
pharmacy,1,0.011904761904761904
transaction,1,0.011904761904761904
session,1,0.011904761904761904
criterion,1,0.011904761904761904
determination,1,0.011904761904761904
point,1,0.011904761904761904
representation,1,0.011904761904761904
test,1,0.011904761904761904
tag,1,0.011904761904761904
outcome,1,0.011904761904761904
intervention,1,0.011904761904761904
training,1,0.011904761904761904
recommendation,1,0.011904761904761904
flow,1,0.011904761904761904
