keyword,count,perc
motion,2,0.014925373134328358
pixel,7,0.05223880597014925
projection,1,0.007462686567164179
radiation,4,0.029850746268656716
volume,3,0.022388059701492536
cancer,1,0.007462686567164179
person,4,0.029850746268656716
probability,1,0.007462686567164179
recommendation,1,0.007462686567164179
risk,1,0.007462686567164179
basis,2,0.014925373134328358
instruction,5,0.03731343283582089
monitor,1,0.007462686567164179
end,1,0.007462686567164179
location,7,0.05223880597014925
hand,1,0.007462686567164179
space,2,0.014925373134328358
blood,5,0.03731343283582089
flow,2,0.014925373134328358
portion,5,0.03731343283582089
property,3,0.022388059701492536
score,1,0.007462686567164179
mechanism,5,0.03731343283582089
classification,3,0.022388059701492536
operation,2,0.014925373134328358
level,2,0.014925373134328358
treatment,3,0.022388059701492536
component,3,0.022388059701492536
function,4,0.029850746268656716
perform,2,0.014925373134328358
aspect,2,0.014925373134328358
subject,5,0.03731343283582089
technology,1,0.007462686567164179
use,4,0.029850746268656716
module,3,0.022388059701492536
output,7,0.05223880597014925
screen,3,0.022388059701492536
group,1,0.007462686567164179
area,6,0.04477611940298507
sequence,3,0.022388059701492536
vessel,5,0.03731343283582089
type,2,0.014925373134328358
field,2,0.014925373134328358
document,1,0.007462686567164179
text,2,0.014925373134328358
task,3,0.022388059701492536
context,2,0.014925373134328358
target,6,0.04477611940298507
measurement,1,0.007462686567164179
monitoring,2,0.014925373134328358
sensor,1,0.007462686567164179
tissue,4,0.029850746268656716
acquisition,6,0.04477611940298507
presence,2,0.014925373134328358
form,2,0.014925373134328358
base,2,0.014925373134328358
cause,2,0.014925373134328358
sample,1,0.007462686567164179
plan,1,0.007462686567164179
effect,1,0.007462686567164179
mode,2,0.014925373134328358
control,7,0.05223880597014925
video,1,0.007462686567164179
resonance,2,0.014925373134328358
value,9,0.06716417910447761
software,1,0.007462686567164179
candidate,2,0.014925373134328358
dataset,3,0.022388059701492536
file,1,0.007462686567164179
protocol,2,0.014925373134328358
segment,4,0.029850746268656716
surface,1,0.007462686567164179
record,1,0.007462686567164179
frequency,1,0.007462686567164179
frame,1,0.007462686567164179
position,8,0.05970149253731343
vector,1,0.007462686567164179
energy,1,0.007462686567164179
multi,1,0.007462686567164179
transmission,3,0.022388059701492536
unit,3,0.022388059701492536
amount,1,0.007462686567164179
period,1,0.007462686567164179
heart,1,0.007462686567164179
ray,3,0.022388059701492536
rate,1,0.007462686567164179
state,1,0.007462686567164179
controller,2,0.014925373134328358
entity,1,0.007462686567164179
provider,1,0.007462686567164179
diagnosis,2,0.014925373134328358
combination,2,0.014925373134328358
circuit,1,0.007462686567164179
feedback,1,0.007462686567164179
range,2,0.014925373134328358
case,2,0.014925373134328358
power,1,0.007462686567164179
prediction,1,0.007462686567164179
accordance,1,0.007462686567164179
contrast,3,0.022388059701492536
cost,1,0.007462686567164179
movement,1,0.007462686567164179
tag,1,0.007462686567164179
event,1,0.007462686567164179
search,1,0.007462686567164179
